Country,Temperature Low,Country & Province,Humidity,Dew Point,Temperature High,Uv Index
Austria,-2.983333333333334,Austria,0.79,26.69,3.050000000000001,2
Austria,-2.983333333333334,Austria,0.79,26.69,3.050000000000001,2
Austria,-3.5888888888888895,Austria,0.68,22.2,6.211111111111111,2
Austria,-3.5888888888888895,Austria,0.68,22.2,6.211111111111111,2
Austria,-3.5888888888888895,Austria,0.68,22.2,6.211111111111111,2
Austria,-3.5888888888888895,Austria,0.68,22.2,6.211111111111111,2
Austria,-3.5888888888888895,Austria,0.68,22.2,6.211111111111111,2
Austria,-3.5888888888888895,Austria,0.68,22.2,6.211111111111111,2
Austria,-3.5888888888888895,Austria,0.68,22.2,6.211111111111111,2
Austria,-1.1666666666666674,Austria,0.74,25.97,5.394444444444445,2
Austria,-1.1666666666666674,Austria,0.74,25.97,5.394444444444445,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.872222222222221,Austria,0.78,29.56,6.116666666666666,2
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,1.8833333333333337,Austria,0.91,39.38,9.344444444444445,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Austria,2.322222222222222,Austria,0.76,36.62,14.144444444444446,3
Azerbaijan,-0.09999999999999985,Azerbaijan,0.52,27.88,13.32777777777778,3
Azerbaijan,4.083333333333334,Azerbaijan,0.68,38.52,18.494444444444447,5
Azerbaijan,5.138888888888889,Azerbaijan,0.71,40.34,17.950000000000003,5
Azerbaijan,9.005555555555556,Azerbaijan,0.57,43.05,26.12777777777778,4
Bahrain,17.022222222222222,Bahrain,0.75,57.35,21.661111111111108,8
Bahrain,17.472222222222225,Bahrain,0.7,55.64,22.405555555555555,9
Bahrain,17.07777777777778,Bahrain,0.69,57.59,23.855555555555554,9
Bahrain,17.227777777777778,Bahrain,0.75,58.96,22.877777777777784,8
Bangladesh,19.08888888888889,Bangladesh,0.57,59.74,31.52777777777778,9
Bangladesh,19.338888888888892,Bangladesh,0.66,63.32,30.355555555555558,7
Bangladesh,18.266666666666666,Bangladesh,0.73,64.25,26.772222222222222,5
Bangladesh,19.261111111111113,Bangladesh,0.7,64.29,30.094444444444445,8
Bangladesh,16.644444444444446,Bangladesh,0.59,59.06,29.583333333333336,10
Belgium,6.305555555555556,Belgium,0.85,42.85,12.155555555555557,2
Belgium,6.305555555555556,Belgium,0.85,42.85,12.155555555555557,2
Belgium,6.305555555555556,Belgium,0.85,42.85,12.155555555555557,2
Belgium,-0.6222222222222228,Belgium,0.9,33.84,4.144444444444445,1
Belgium,4.572222222222221,Belgium,0.84,42.49,10.444444444444443,1
Belgium,3.5500000000000003,Belgium,0.76,36.36,10.32777777777778,2
Belgium,3.5500000000000003,Belgium,0.76,36.36,10.32777777777778,2
Belgium,3.5500000000000003,Belgium,0.76,36.36,10.32777777777778,2
Belgium,3.5500000000000003,Belgium,0.76,36.36,10.32777777777778,2
Belgium,3.5500000000000003,Belgium,0.76,36.36,10.32777777777778,2
Belgium,0.9444444444444461,Belgium,0.88,39.17,7.966666666666669,1
Belgium,0.9444444444444461,Belgium,0.88,39.17,7.966666666666669,1
Belgium,0.9444444444444461,Belgium,0.88,39.17,7.966666666666669,1
Belgium,0.9444444444444461,Belgium,0.88,39.17,7.966666666666669,1
Belgium,1.3055555555555565,Belgium,0.8,34.69,8.499999999999998,1
Belgium,1.3055555555555565,Belgium,0.8,34.69,8.499999999999998,1
Belgium,1.3055555555555565,Belgium,0.8,34.69,8.499999999999998,1
Belgium,1.3055555555555565,Belgium,0.8,34.69,8.499999999999998,1
Belgium,1.3055555555555565,Belgium,0.8,34.69,8.499999999999998,1
Belgium,1.3055555555555565,Belgium,0.8,34.69,8.499999999999998,1
Belgium,1.3055555555555565,Belgium,0.8,34.69,8.499999999999998,1
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.866666666666668,Belgium,0.81,36.39,9.933333333333335,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,5.055555555555556,Belgium,0.94,42.9,7.6944444444444455,2
Belgium,-0.0944444444444454,Belgium,0.9,39.9,7.433333333333335,2
Belgium,-0.0944444444444454,Belgium,0.9,39.9,7.433333333333335,2
Belgium,-0.0944444444444454,Belgium,0.9,39.9,7.433333333333335,2
Belgium,-0.0944444444444454,Belgium,0.9,39.9,7.433333333333335,2
Belgium,-0.0944444444444454,Belgium,0.9,39.9,7.433333333333335,2
Belgium,-0.0944444444444454,Belgium,0.9,39.9,7.433333333333335,2
Belgium,-0.0944444444444454,Belgium,0.9,39.9,7.433333333333335,2
Belgium,-0.0944444444444454,Belgium,0.9,39.9,7.433333333333335,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,7.072222222222221,Belgium,0.79,35.72,11.2,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,5.6611111111111105,Belgium,0.86,42.72,10.022222222222222,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,6.377777777777776,Belgium,0.78,39.07,10.78888888888889,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,10.994444444444444,Belgium,0.93,48.54,12.622222222222222,2
Belgium,7.811111111111113,Belgium,0.92,51.69,13.683333333333335,2
Belgium,7.811111111111113,Belgium,0.92,51.69,13.683333333333335,2
Belgium,7.811111111111113,Belgium,0.92,51.69,13.683333333333335,2
Belgium,7.811111111111113,Belgium,0.92,51.69,13.683333333333335,2
Belgium,7.811111111111113,Belgium,0.92,51.69,13.683333333333335,2
